id;beer_style;bitterness_IBU;diacetyl_concentration;lactic_acid;final_gravity;sodium;free_CO2;dissolved_oxygen;original_gravity;pH;gypsum_level;alcohol_ABV;fermentation_strength;quality
3462;Brown;7.102;0.72;-0.004;1.814;0.117;5.989;14.007;0.992;3.437;0.58;4.672;8.905;5
3463;Golden;7.203;0.238;0.4;14.191;0.063;48.998;191.993;1.009;2.975;0.477;4.29;8.646;7
3464;Pale;6.402;0.217;0.324;14.91;0.05;54.02;162.006;0.99;3.27;0.5;4.862;9.621;6
3465;Dark;6.594;0.482;0.045;2.092;0.071;6.0;14.002;1.001;3.383;0.636;4.487;8.531;6
3466;Brown;7.806;0.64;-0.007;5.502;0.094;5.0;18.003;0.993;3.405;0.544;4.583;9.222;6
3467;Amber;6.582;0.241;0.358;8.096;0.043;53.977;180.001;0.984;3.084;0.412;4.386;8.432;5
3468;Dark;10.306;0.412;0.415;2.409;0.218;5.987;13.982;1.01;3.176;0.617;4.53;9.121;6
3469;Golden;8.507;0.166;0.328;1.001;0.07;16.993;57.01;1.005;3.14;0.443;5.057;9.445;6
3470;Golden;5.492;0.233;0.314;8.697;0.053;19.005;101.983;0.997;3.273;0.307;4.95;9.461;5
3471;Pale;6.407;0.182;0.269;9.884;0.045;26.014;100.991;0.981;3.339;0.498;4.715;8.736;6
3472;Pale;7.302;0.355;0.618;7.096;0.033;47.998;185.01;1.003;3.137;0.614;5.049;9.779;6
3473;Golden;6.579;0.255;0.21;2.888;0.041;47.98;126.005;1.004;3.203;0.39;5.382;10.15;7
3474;Amber;6.609;0.577;0.02;1.999;0.052;36.99;53.002;0.994;3.354;0.76;5.526;10.25;7
3475;Amber;6.911;0.193;0.34;1.6;0.048;63.014;148.999;1.003;3.437;0.518;5.151;9.537;5
3476;Amber;7.398;0.207;0.361;1.219;0.02;27.993;88.992;1.002;3.136;0.595;5.62;10.765;6
3477;Dark;7.9;0.482;0.333;2.013;0.071;15.008;142.996;0.991;3.204;0.554;4.534;8.801;5
3478;Golden;5.689;0.267;0.26;12.496;0.043;52.498;119.993;0.999;3.08;0.451;4.474;8.89;6
3479;Amber;9.997;0.37;0.38;1.594;0.159;27.009;90.014;0.99;3.152;0.66;4.051;7.661;5
3480;Golden;6.214;0.254;0.42;7.793;0.058;48.008;244.013;0.99;3.115;0.507;4.288;8.615;6
3481;Pale;5.399;0.41;0.199;1.605;0.041;27.009;88.008;0.982;3.533;0.417;4.762;9.515;7
3482;Amber;9.008;0.703;0.004;2.405;0.079;19.002;38.008;1.0;3.348;0.614;4.429;8.756;5
3483;Pale;7.91;0.335;0.428;6.521;0.023;47.003;126.002;1.006;2.963;0.361;5.96;11.329;6
3484;Brown;5.299;0.462;0.105;2.183;0.049;16.009;88.996;0.998;3.549;0.906;6.455;12.14;7
3485;Golden;6.8;0.158;0.358;1.301;0.021;32.008;97.995;0.996;3.021;0.595;5.385;10.154;6
3486;Amber;6.121;0.324;0.245;2.291;0.099;22.992;58.008;1.005;3.394;0.971;5.061;9.901;5
3487;Amber;5.098;0.471;0.021;1.304;0.053;18.013;44.001;1.001;3.901;0.61;6.105;11.539;6
3488;Dark;6.308;0.758;-0.008;2.914;0.066;26.011;52.008;0.997;3.533;0.601;5.484;10.074;6
3489;Pale;6.612;0.297;0.246;7.999;0.023;20.994;124.004;1.001;3.044;0.382;5.15;9.501;6
3490;Pale;7.202;0.378;0.614;10.99;0.026;65.996;178.013;1.017;3.155;0.496;4.142;8.325;5
3491;Golden;9.205;0.265;0.42;0.996;0.041;14.003;59.006;0.978;2.953;0.249;5.008;9.742;6
3492;Golden;8.794;0.191;0.312;5.003;0.043;34.01;120.014;0.989;2.952;0.476;5.333;9.99;5
3493;Amber;10.004;0.721;0.43;2.311;0.044;14.998;30.993;1.002;3.162;0.559;5.237;9.562;5
3494;Pale;7.078;0.212;0.276;9.604;0.035;19.01;104.987;0.992;3.033;0.356;5.003;9.412;7
3495;Golden;6.577;0.375;0.376;9.194;0.072;41.986;213.99;1.019;3.311;0.563;4.475;8.836;5
3496;Golden;6.507;0.235;0.392;17.316;0.065;21.985;125.998;0.996;3.105;0.466;4.391;8.599;6
3497;Dark;8.12;0.537;0.181;1.904;0.085;13.002;34.992;0.984;3.289;0.584;4.282;8.263;6
3498;Pale;6.311;0.253;0.556;8.095;0.039;66.996;215.995;0.985;3.25;0.513;4.386;8.918;5
3499;Pale;7.401;0.169;0.313;14.499;0.058;39.017;193.018;1.002;3.098;0.507;4.38;8.339;6
3500;Pale;6.604;0.309;0.744;4.597;0.048;36.006;159.012;1.007;3.192;0.457;4.723;9.325;5
3501;Pale;5.299;0.595;0.076;7.091;0.042;34.006;144.996;0.989;3.336;0.569;4.615;8.791;6
3502;Brown;10.301;0.269;0.258;2.107;0.062;14.981;33.003;1.007;3.233;0.671;6.092;11.051;6
3503;Pale;7.196;0.291;0.389;13.601;0.043;66.013;230.993;0.989;3.07;0.589;4.563;8.705;6
3504;Golden;6.116;0.242;0.24;1.623;0.063;24.005;115.004;1.004;3.395;0.553;5.189;10.348;6
3505;Amber;5.491;0.172;0.231;5.483;0.032;9.997;85.988;1.002;3.471;0.426;5.817;10.278;5
3506;Golden;6.799;0.311;0.243;6.596;0.127;34.988;116.016;1.002;3.08;0.473;4.481;9.33;5
3507;Golden;6.496;0.353;0.715;1.11;0.07;6.994;151.001;1.001;3.107;0.574;4.522;8.257;4
3508;Brown;10.498;0.212;0.472;2.092;0.077;5.996;23.983;0.991;3.164;0.898;5.248;10.86;7
3509;Golden;6.621;0.253;0.298;1.089;0.073;38.994;123.995;0.99;3.338;0.581;5.238;9.41;7
3510;Golden;6.885;0.215;0.407;7.499;0.03;50.005;151.016;0.99;3.119;0.271;5.446;9.963;6
3511;Dark;7.811;0.859;-0.001;2.603;0.092;24.999;67.004;0.985;3.192;0.679;4.672;9.259;5
3512;Pale;9.205;0.279;0.319;10.501;0.033;49.001;228.004;0.999;3.033;0.414;4.96;9.614;6
3513;Pale;5.996;0.219;0.327;2.004;0.027;62.991;122.995;0.993;3.427;0.417;5.434;10.035;6
3514;Dark;9.625;0.685;0.237;2.2;0.077;4.994;28.009;1.01;3.13;0.605;4.858;9.354;5
3515;Golden;5.294;0.607;0.339;1.381;0.031;3.012;60.02;0.972;3.258;0.372;6.193;11.24;6
3516;Pale;5.77;0.254;0.201;14.949;0.029;21.993;179.012;0.99;3.375;0.365;4.86;9.043;5
3517;Amber;7.693;0.31;0.349;4.302;0.041;14.999;86.997;0.992;3.09;0.485;5.711;10.931;5
3518;Pale;7.198;0.218;0.246;18.808;0.087;18.997;110.998;1.003;3.101;0.52;4.148;8.526;5
3519;Pale;6.998;0.138;0.29;16.396;0.064;44.994;109.991;1.018;3.166;0.373;4.623;8.919;6
3520;Pale;7.589;0.277;0.209;10.181;0.051;57.003;191.008;0.998;3.069;0.411;4.428;9.11;6
3521;Pale;7.18;0.381;0.623;11.006;0.04;55.015;156.004;0.993;3.091;0.443;4.144;8.023;6
3522;Amber;6.121;0.246;0.27;9.81;0.057;74.01;134.008;0.999;3.15;0.401;4.865;9.004;6
3523;Golden;6.505;0.208;0.26;17.098;0.063;43.988;138.004;1.003;3.286;0.353;4.204;8.163;5
3524;Pale;6.009;0.238;0.415;1.308;0.04;42.014;118.009;1.005;3.035;0.628;5.593;10.755;6
3525;Pale;6.305;0.265;0.416;7.081;0.036;61.987;209.012;0.992;3.197;0.537;4.518;8.988;6
3526;Dark;9.806;0.656;0.407;3.204;0.085;21.003;58.996;0.995;3.36;0.733;5.482;10.489;7
3527;Golden;6.808;0.323;0.336;5.998;0.058;5.016;128.996;0.999;3.192;0.394;4.337;8.388;5
3528;Golden;6.992;0.298;0.509;13.605;0.05;40.002;168.0;1.004;3.084;0.525;4.573;8.598;7
3529;Dark;10.409;0.412;0.568;3.21;0.077;22.002;53.987;1.022;3.163;0.894;4.718;9.221;6
3530;Golden;6.502;0.327;0.238;8.491;0.045;20.003;137.997;0.996;3.034;0.427;5.099;9.815;5
3531;Golden;6.085;0.297;0.326;2.21;0.051;40.987;141.996;1.0;3.329;0.44;6.06;11.22;7
3532;Pale;6.999;0.556;0.049;7.996;0.036;19.007;164.0;1.006;3.249;0.451;5.819;10.996;6
3533;Golden;7.583;0.475;0.475;12.997;0.259;41.985;219.987;1.0;2.976;0.512;4.382;8.58;5
3534;Pale;6.499;0.333;0.399;2.495;0.047;30.002;148.016;0.994;3.168;0.439;6.045;11.038;6
3535;Golden;8.09;0.237;0.251;10.993;0.03;41.008;210.996;1.016;3.108;0.484;4.766;9.094;6
3536;Golden;6.393;0.148;0.356;1.484;0.053;26.995;109.002;1.006;3.372;0.503;4.68;8.942;6
3537;Brown;7.017;0.638;0.111;1.408;0.067;26.994;62.993;0.985;3.287;0.604;4.383;8.807;5
3538;Dark;9.402;0.686;0.121;2.735;0.077;5.996;30.992;0.995;3.183;0.704;4.81;9.421;6
3539;Pale;5.413;0.443;0.128;2.102;0.029;29.001;129.985;1.013;3.381;0.778;6.393;11.573;8
3540;Golden;6.498;0.276;0.312;3.012;0.046;37.986;92.994;0.984;3.16;0.585;5.715;10.658;6
3541;Golden;7.719;0.307;0.34;1.206;0.041;3.995;119.011;0.971;3.174;0.345;5.769;11.116;6
3542;Brown;12.171;0.454;0.495;1.399;0.075;2.992;5.991;0.985;3.139;0.622;4.958;8.997;5
3543;Pale;7.282;0.224;0.391;14.755;0.026;44.506;129.512;1.0;3.343;0.427;4.335;8.995;7
3544;Dark;6.595;0.723;0.191;7.814;0.091;28.996;78.992;0.998;3.299;0.529;4.38;8.428;5
3545;Pale;7.697;0.223;0.297;15.299;0.052;38.994;193.979;1.005;3.056;0.476;4.581;8.699;7
3546;Golden;7.198;0.132;0.474;1.31;0.036;48.012;110.987;1.019;2.968;0.465;5.295;9.963;5
3547;Pale;5.113;0.336;0.273;6.811;0.032;35.999;119.995;0.988;3.387;0.403;5.49;9.763;6
3548;Golden;7.396;0.168;0.272;15.502;0.044;25.004;134.995;1.011;2.903;0.427;4.142;7.807;7
3549;Pale;6.615;0.619;0.209;8.714;0.052;81.005;224.014;0.989;3.19;0.437;4.443;8.552;5
3550;Pale;4.995;0.476;0.171;1.896;0.043;32.995;105.985;0.969;3.218;0.821;6.669;12.242;7
3551;Pale;6.196;0.298;0.241;12.394;0.058;33.014;201.007;0.997;3.113;0.583;4.713;8.998;6
3552;Golden;8.005;0.239;0.369;2.004;0.058;30.012;121.01;0.997;3.092;0.711;5.525;9.986;7
3553;Amber;7.313;0.315;0.734;13.498;0.049;46.004;165.004;0.976;3.025;0.397;4.152;8.11;5
3554;Amber;7.865;0.516;0.365;6.2;0.046;30.007;173.009;0.987;3.087;0.535;4.621;8.466;5
3555;Pale;6.511;0.185;0.35;1.595;0.055;43.014;147.985;0.986;3.317;0.591;5.477;10.348;8
3556;Golden;5.585;0.274;0.262;3.889;0.043;51.999;158.005;0.975;3.343;0.44;5.103;9.264;7
3557;Pale;6.225;0.222;0.37;17.225;0.035;36.987;130.01;1.008;3.23;0.433;4.195;8.677;6
3558;Brown;12.205;0.474;0.537;2.594;0.104;18.991;63.991;1.013;3.1;0.607;5.003;9.308;6
3559;Brown;8.9;0.305;0.357;2.606;0.06;10.021;38.994;0.991;3.404;0.691;5.628;10.626;5
3560;Pale;6.095;0.268;0.442;12.303;0.043;52.995;197.005;0.985;3.251;0.554;4.521;9.11;6
3561;Pale;6.509;0.244;0.35;11.995;0.029;47.005;178.995;0.983;3.579;0.471;4.766;9.122;5
3562;Dark;11.499;0.202;0.52;3.994;0.102;3.995;22.991;1.007;3.278;0.982;4.81;9.143;6
3563;Pale;6.98;0.307;0.342;0.904;0.037;19.999;116.99;0.981;3.21;0.501;5.429;10.235;5
3564;Golden;6.995;0.127;0.296;6.306;0.062;16.991;103.014;0.994;3.504;0.456;4.572;9.179;5
3565;Golden;6.807;0.27;0.186;1.394;0.057;12.992;137.015;0.996;3.113;0.424;4.526;8.849;5
3566;Golden;4.413;0.463;0.096;2.807;0.027;30.984;110.989;0.986;3.492;0.331;6.241;11.397;6
3567;Amber;7.608;0.257;0.317;1.292;0.05;22.992;75.997;0.993;2.983;0.474;5.727;10.646;6
3568;Golden;7.5;0.346;0.357;2.512;0.075;28.981;88.992;0.994;3.152;0.433;6.052;11.059;6
3569;Pale;6.482;0.321;0.464;7.694;0.021;30.993;96.986;0.974;3.199;0.685;6.053;11.12;7
3570;Brown;7.998;0.717;0.005;2.603;0.076;11.016;34.024;0.996;3.438;0.528;4.523;8.305;5
3571;Pale;6.014;0.319;0.205;1.796;0.034;48.995;159.008;1.011;3.403;0.545;5.243;10.006;6
3572;Amber;8.607;0.467;0.288;2.304;0.051;13.979;28.005;0.998;3.18;0.806;5.347;9.799;5
3573;Pale;6.904;0.211;0.356;13.488;0.053;49.001;117.983;1.005;3.0;0.634;5.099;9.455;6
3574;Golden;7.019;0.17;0.304;2.602;0.05;33.995;90.02;0.994;2.876;0.477;5.325;9.919;6
3575;Dark;7.384;0.601;0.271;2.112;0.072;16.992;90.992;0.997;3.305;0.561;4.665;8.984;6
3576;Golden;5.606;0.202;0.309;1.194;0.03;29.003;97.013;0.992;3.19;0.476;6.222;11.188;7
3577;Pale;7.805;0.438;0.49;13.004;0.033;36.997;158.003;0.997;3.14;0.332;5.383;9.717;6
3578;Pale;7.881;0.192;0.444;1.492;0.06;16.983;96.015;0.983;3.127;0.395;5.239;10.101;6
3579;Pale;8.197;0.349;0.394;6.318;0.052;35.006;162.018;0.989;3.157;0.365;5.665;10.026;7
3580;Pale;7.2;0.55;0.074;1.485;0.099;15.988;150.97;0.988;3.084;0.568;4.384;8.71;4
3581;Brown;10.687;0.403;0.496;2.099;0.126;15.01;49.011;0.993;3.028;0.832;4.629;9.381;6
3582;Amber;9.207;0.672;0.115;2.992;0.074;12.012;48.001;1.005;3.32;0.54;4.52;8.68;6
3583;Golden;6.598;0.2;0.501;8.691;0.034;41.02;190.985;0.959;2.957;0.554;5.247;9.725;6
3584;Golden;6.191;0.325;0.497;6.502;0.052;61.001;185.995;0.985;3.179;0.442;4.573;8.853;5
3585;Brown;5.899;0.3;0.228;13.395;0.057;71.992;160.007;1.01;3.339;0.545;4.911;9.352;6
3586;Amber;10.684;0.365;0.528;2.59;0.068;4.979;15.988;0.984;3.152;0.646;5.247;10.469;8
3587;Golden;7.999;0.73;0.211;3.997;0.056;24.008;133.001;1.005;3.062;0.382;4.618;8.953;5
3588;Pale;6.786;0.157;0.327;1.993;0.036;37.993;111.002;0.984;3.223;0.436;6.148;10.619;6
3589;Golden;6.613;0.341;0.25;16.051;0.058;30.995;147.004;0.981;3.072;0.523;4.381;8.217;5
3590;Pale;6.684;0.148;0.484;2.405;0.053;57.011;186.982;1.0;3.625;0.815;4.953;9.705;6
3591;Golden;6.205;0.29;0.197;1.102;0.047;31.022;110.992;0.997;2.977;0.421;5.815;10.422;6
3592;Pale;6.208;0.26;0.188;1.492;0.026;19.996;111.001;1.001;3.415;0.514;4.769;9.404;5
3593;Pale;6.984;0.216;0.284;8.591;0.038;37.011;220.984;1.0;3.244;0.525;4.955;9.224;6
3594;Pale;6.4;0.269;0.206;2.001;0.079;21.005;191.0;0.974;3.486;0.639;4.576;9.043;4
3595;Golden;7.006;0.236;0.34;1.39;0.033;31.01;113.002;0.997;3.172;0.481;5.144;9.406;7
3596;Amber;7.687;0.552;0.094;2.503;0.119;13.989;45.994;0.994;3.234;0.653;4.579;9.0;6
3597;Golden;7.388;0.153;0.471;1.207;0.061;18.001;149.998;0.981;3.235;0.456;5.339;9.969;6
3598;Pale;7.381;0.242;0.28;10.103;0.037;20.995;104.994;0.989;3.133;0.345;4.525;8.581;5
3599;Golden;6.294;0.406;0.332;10.592;0.057;37.987;209.011;0.998;3.463;0.599;4.431;8.686;6
3600;Amber;7.006;0.592;0.306;4.495;0.07;20.001;109.994;0.999;3.307;1.162;4.861;9.469;5
3601;Golden;7.014;0.232;0.469;1.299;0.041;18.012;130.989;0.994;3.188;0.455;5.238;9.443;6
3602;Dark;6.801;0.675;0.002;1.911;0.066;21.999;39.018;0.987;3.414;0.733;4.62;9.032;5
3603;Golden;5.703;0.295;0.354;1.212;0.058;38.993;141.002;0.982;3.438;0.698;5.396;9.873;6
3604;Golden;6.3;0.239;0.222;11.91;0.047;64.997;179.007;1.005;3.058;0.589;4.426;8.178;6
3605;Pale;7.809;0.227;0.347;13.706;0.02;65.993;183.983;0.994;3.231;0.747;4.244;8.127;5
3606;Golden;6.192;0.237;0.308;12.395;0.034;107.998;152.007;1.011;3.115;0.467;4.526;8.554;6
3607;Pale;6.702;0.126;0.323;3.694;0.005;32.002;98.997;1.008;3.119;0.43;4.763;9.065;6
3608;Golden;6.699;0.316;0.307;2.098;0.025;17.99;130.008;0.985;3.348;0.619;5.055;9.519;6
3609;Dark;9.208;0.575;0.189;3.016;0.069;14.999;114.994;0.994;3.219;0.573;4.524;8.395;5
3610;Pale;6.1;0.208;0.494;1.49;0.062;18.0;86.99;1.005;3.277;0.466;4.576;9.055;5
3611;Pale;6.597;0.184;0.153;4.411;0.196;35.001;168.017;0.999;2.919;0.439;4.471;8.506;6
3612;Pale;8.288;0.216;0.384;14.786;0.05;31.994;125.994;1.016;3.216;0.497;4.625;9.081;5
3613;Dark;10.412;0.451;0.717;6.564;0.069;38.017;75.992;1.001;3.167;0.833;5.72;10.685;7
3614;Pale;7.217;0.211;0.61;16.197;0.049;13.985;102.992;1.014;3.061;0.361;4.372;8.625;6
3615;Brown;10.718;0.499;0.36;2.603;0.071;29.004;56.012;0.998;3.161;0.792;5.764;10.354;7
3616;Pale;7.703;0.3;0.424;14.299;0.049;45.007;213.002;0.996;3.18;0.614;4.383;8.582;5
3617;Pale;7.297;0.311;0.682;10.228;0.044;57.993;159.984;0.989;3.068;0.441;4.091;8.251;5
3618;Dark;8.596;0.441;0.325;2.592;0.079;20.999;49.998;0.985;3.369;0.891;4.713;8.933;6
3619;Golden;6.898;0.193;0.338;1.603;0.043;27.003;97.999;1.003;3.095;0.446;5.867;11.03;7
3620;Golden;7.406;0.444;0.198;11.495;0.041;44.0;157.001;1.005;3.259;0.433;4.289;8.039;5
3621;Pale;7.501;0.313;0.378;1.2;0.048;22.005;184.019;0.991;3.096;0.434;4.433;8.546;5
3622;Golden;7.203;0.206;0.426;1.299;0.054;32.985;84.992;0.988;3.173;0.502;4.962;9.11;5
3623;Golden;5.101;0.371;0.268;6.795;0.045;35.983;120.007;1.003;3.372;0.42;5.483;9.836;6
3624;Amber;5.796;0.666;0.014;1.815;0.083;20.988;93.996;0.979;3.535;0.504;4.768;8.948;5
3625;Brown;12.696;0.603;0.496;2.789;0.084;5.002;18.991;1.002;3.148;0.567;5.433;9.552;5
3626;Golden;6.992;0.204;0.405;5.308;0.044;36.007;122.995;1.007;3.135;0.504;5.188;10.272;6
3627;Golden;5.994;0.28;0.267;4.111;0.051;50.007;146.985;0.975;3.29;0.556;5.524;10.153;6
3628;Dark;7.799;0.564;0.086;2.311;0.075;34.006;44.999;0.974;3.482;0.747;6.06;11.786;8
3629;Pale;6.303;0.668;0.485;12.586;0.036;57.005;222.002;0.985;3.163;0.526;4.428;8.567;6
3630;Pale;8.309;0.175;0.386;1.199;0.049;5.985;94.009;0.983;3.189;0.506;4.811;9.672;5
3631;Dark;10.379;0.507;0.442;1.99;0.091;5.983;13.006;0.985;3.209;0.747;5.43;10.41;6
3632;Amber;5.106;0.251;0.352;1.301;0.025;39.991;78.005;0.986;3.242;0.619;5.766;10.709;7
3633;Dark;6.995;0.647;0.019;2.113;0.065;7.992;24.995;0.994;3.465;0.677;4.527;8.976;6
3634;Golden;8.205;0.338;0.256;2.091;0.053;25.99;86.994;0.98;3.1;0.463;6.097;11.596;6
3635;Golden;6.485;0.373;0.498;2.887;0.018;16.01;93.984;1.001;3.118;0.494;5.765;10.655;7
3636;Pale;6.905;0.3;0.241;8.305;0.052;32.006;179.991;1.004;3.261;0.498;4.389;9.031;6
3637;Pale;8.494;0.265;0.222;16.209;0.073;40.995;197.013;1.0;3.018;0.52;4.672;8.865;3
3638;Golden;7.299;0.278;0.363;2.117;0.049;30.013;177.009;1.026;3.259;0.408;5.669;11.045;8
3639;Pale;6.695;0.416;0.231;8.818;0.033;23.999;113.001;0.995;3.209;0.45;4.476;8.421;5
3640;Dark;11.913;0.589;0.681;2.514;0.083;5.997;37.005;1.008;3.025;0.568;4.763;8.792;5
3641;Pale;6.502;0.226;0.185;4.507;0.094;15.979;115.0;1.0;3.023;0.442;4.567;8.731;5
3642;Amber;8.795;0.431;0.504;2.802;0.08;18.008;111.004;1.006;3.291;0.607;4.532;8.464;5
3643;Brown;9.792;0.674;0.396;3.196;0.099;20.999;59.007;1.004;3.356;0.702;5.478;10.262;7
3644;Pale;6.806;0.235;0.371;8.295;0.056;49.998;185.008;0.998;3.158;0.499;4.525;8.995;6
3645;Golden;7.999;0.288;0.288;13.199;0.07;26.011;112.993;1.011;3.247;0.36;4.628;8.836;6
3646;Brown;8.604;0.725;0.245;6.611;0.115;30.994;134.0;1.005;3.305;1.067;4.434;8.893;5
3647;Pale;6.506;0.179;0.317;1.401;0.025;34.981;138.004;0.992;3.363;0.591;5.482;10.601;7
3648;Brown;8.807;0.613;0.193;4.002;0.086;29.989;69.009;1.007;3.216;0.485;4.763;9.746;6
3649;Golden;9.01;0.253;0.334;6.705;0.001;20.998;162.017;0.993;3.067;0.494;5.055;9.237;6
3650;Golden;8.199;0.219;0.37;1.298;0.042;38.985;117.016;1.011;2.998;0.348;4.763;9.246;5
3651;Pale;6.91;0.351;0.738;0.997;0.042;18.009;132.001;0.996;3.125;0.538;4.847;9.339;5
3652;Golden;7.197;0.228;0.276;11.409;0.038;40.023;174.014;0.988;3.178;0.433;4.292;8.496;5
3653;Amber;5.59;0.258;0.194;1.408;0.026;18.0;134.984;1.004;3.307;0.334;4.86;9.619;6
3654;Amber;7.591;0.332;0.348;6.297;0.034;12.022;126.01;0.991;3.146;0.397;5.717;10.411;7
3655;Brown;8.178;0.195;0.423;2.504;0.068;30.997;51.014;1.005;3.539;0.804;4.952;9.196;6
3656;Golden;6.986;0.158;0.247;14.3;0.048;27.0;148.991;0.99;2.922;0.447;4.382;8.319;6
3657;Dark;12.003;0.283;0.494;1.904;0.062;10.011;20.992;1.012;2.982;0.656;4.719;9.323;7
3658;Golden;9.394;0.276;0.308;1.613;0.049;35.995;138.975;1.003;3.109;0.479;4.435;8.695;5
3659;Golden;7.604;0.312;0.247;12.697;0.056;20.004;138.982;1.004;3.149;0.508;4.623;8.997;4
3660;Dark;7.609;0.684;0.23;2.306;0.133;20.013;83.998;0.991;3.23;0.618;4.419;8.393;5
3661;Pale;5.396;0.207;0.177;12.554;0.043;30.989;114.992;1.005;3.412;0.382;5.15;9.272;6
3662;Golden;6.419;0.341;0.204;2.098;0.043;45.986;170.999;0.991;3.165;0.496;4.536;8.777;5
3663;Pale;7.201;0.258;0.363;5.402;0.038;27.025;113.996;0.971;3.144;0.828;6.055;10.293;5
3664;Pale;6.499;0.358;0.323;13.548;0.047;20.004;113.009;1.0;3.197;0.545;5.241;9.99;6
3665;Golden;5.589;0.218;0.229;9.803;0.06;58.996;139.989;0.994;3.18;0.394;4.861;8.876;6
3666;Amber;6.532;0.216;0.288;3.692;0.059;29.011;150.982;0.988;3.242;0.415;5.77;10.522;7
3667;Golden;6.905;0.296;0.351;0.901;0.054;40.014;156.001;0.994;3.088;0.376;5.759;10.544;6
3668;Pale;6.695;0.212;0.346;1.508;0.053;45.003;122.995;0.997;3.241;0.363;6.003;11.724;7
3669;Amber;12.487;0.452;0.641;2.005;0.074;6.012;15.005;1.004;3.008;0.869;4.852;9.469;5
3670;Dark;6.778;0.406;0.302;8.806;0.075;25.991;44.972;0.992;3.376;0.627;4.814;8.886;6
3671;Golden;7.81;0.296;0.313;9.001;0.047;34.005;115.001;0.995;3.166;0.411;4.911;9.488;7
3672;Pale;5.799;0.211;0.294;1.298;0.038;25.004;68.004;0.993;3.228;0.352;6.001;10.719;6
3673;Golden;7.091;0.207;0.741;2.695;0.046;42.004;144.015;0.987;3.3;0.41;5.813;10.521;6
3674;Brown;6.717;0.307;0.3;2.415;0.018;35.999;100.002;1.01;3.236;0.362;5.573;10.626;7
3675;Pale;6.329;0.197;0.271;1.591;0.018;36.002;140.996;1.002;3.536;0.567;5.155;9.589;6
3676;Golden;7.001;0.239;0.296;1.401;0.051;13.999;62.992;0.983;3.196;0.332;5.71;10.528;6
3677;Brown;10.516;0.35;0.462;2.204;0.086;9.0;22.99;1.01;3.245;0.759;5.72;10.971;6
3678;Pale;5.7;0.227;0.213;16.637;0.038;38.99;110.002;0.994;3.239;0.463;4.29;8.214;6
3679;Golden;7.099;0.14;0.351;4.605;0.047;33.002;131.002;1.002;3.281;0.41;4.574;8.905;6
3680;Pale;9.014;0.224;0.494;10.403;0.062;52.004;195.012;0.997;3.299;0.43;4.864;9.29;6
3681;Golden;8.625;0.23;0.322;1.177;0.042;38.006;94.989;0.993;2.834;0.298;4.896;9.419;5
3682;Pale;6.907;0.456;0.257;4.688;0.044;17.008;80.002;0.983;3.134;0.352;5.955;10.963;7
3683;Dark;7.7;0.571;0.208;1.502;0.062;3.996;9.004;0.987;3.147;0.555;4.679;9.549;6
3684;Dark;6.7;0.48;0.022;2.193;0.082;35.991;110.997;1.01;3.096;0.526;4.623;8.476;5
3685;Amber;8.316;0.251;0.41;9.193;0.03;41.008;161.996;0.999;3.086;0.376;5.711;10.141;7
3686;Golden;7.496;0.185;0.32;6.501;0.045;52.994;160.002;1.008;3.034;0.398;5.195;10.381;6
3687;Amber;7.403;0.614;0.249;7.296;0.082;35.976;120.997;0.997;3.354;0.483;4.477;8.618;5
3688;Golden;7.593;0.328;0.34;18.341;0.049;44.002;197.004;0.991;3.216;0.55;4.287;8.336;5
3689;Brown;7.111;0.621;0.051;1.305;0.071;4.986;12.011;1.0;3.154;0.482;4.67;8.62;5
3690;Pale;8.005;0.439;0.394;12.42;0.16;28.996;190.005;0.989;3.055;0.629;4.392;8.393;5
3691;Amber;7.093;0.206;0.306;6.842;0.059;32.007;210.994;0.979;3.3;0.582;4.952;8.848;6
3692;Pale;8.901;0.327;0.499;1.592;0.052;16.997;130.994;1.009;3.14;0.334;4.477;8.633;5
3693;Pale;6.409;0.247;0.283;11.511;0.048;34.008;163.01;0.995;3.324;0.434;4.533;8.688;5
3694;Golden;6.809;0.175;0.288;12.791;0.071;19.012;170.999;1.002;2.981;0.529;4.29;8.585;7
3695;Golden;6.908;0.61;0.428;12.003;0.077;23.993;131.013;0.999;3.19;0.326;4.438;8.672;5
3696;Pale;6.796;0.285;0.344;2.296;0.051;15.999;84.991;0.993;3.18;0.561;5.9;10.958;6
3697;Amber;7.503;0.414;0.2;1.397;0.057;15.003;168.0;0.994;3.06;0.39;4.484;8.561;6
3698;Pale;7.401;0.342;0.243;15.609;0.056;66.999;210.019;1.014;3.07;0.675;4.531;8.878;5
3699;Golden;6.414;0.387;0.189;5.293;0.121;56.997;180.999;1.002;3.253;0.425;4.531;8.786;6
3700;Golden;5.702;0.272;0.165;8.993;0.053;31.986;111.001;0.975;3.352;0.361;4.966;9.659;6
3701;Golden;7.888;0.175;0.336;1.173;0.025;20.02;72.001;0.983;3.127;0.385;5.008;9.728;7
3702;Pale;7.52;0.248;0.301;1.106;0.04;34.0;83.989;0.995;3.034;0.387;5.464;10.455;6
3703;Golden;6.705;0.155;0.354;1.996;0.044;33.996;125.011;1.005;3.262;0.6;5.141;9.707;7
3704;Pale;5.998;0.23;0.335;1.309;0.018;22.986;111.009;0.981;3.365;0.375;6.053;10.722;6
